JAN,商品番号,SYS,分類コード,メーカー,商品名,商品説明,定価,定価（税込）,ブランドコード,仕入先コード,仕切
8020838346981,YSSK0014.4,25973275,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING BLUE／ORANGE FLUO［グローイング ブルー／オレンジ フロー］ヘルメット,【カラー】グローイング ブルー／オレンジ フロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346998,YSSK0014.5,25973276,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING BLUE／ORANGE FLUO［グローイング ブルー／オレンジ フロー］ヘルメット,【カラー】グローイング ブルー／オレンジ フロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346929,YSSK0013.4,25973277,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING WHITE／RED［グローイング ホワイト／レッド］ヘルメット,【カラー】グローイング ホワイト／レッド<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346936,YSSK0013.5,25973278,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING WHITE／RED［グローイング ホワイト／レッド］ヘルメット,【カラー】グローイング ホワイト／レッド<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838357598,YSSK0015.4,25973279,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] JARVIS Signature Edition［ジャーヴィス シグニチャー エディション］ヘルメット,【カラー】ジャーヴィス シグニチャー エディション<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,53000,58300,2184,B23,34450
8020838357604,YSSK0015.5,25973280,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] JARVIS Signature Edition［ジャーヴィス シグニチャー エディション］ヘルメット,【カラー】ジャーヴィス シグニチャー エディション<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,53000,58300,2184,B23,34450
8020838329151,YSSK00W3.3,25973281,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] PLAIN WHITE［プレーン ホワイト］ヘルメット,【カラー】プレーン ホワイト<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,48000,52800,2184,B23,31200
8020838329168,YSSK00W3.4,25973282,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] PLAIN WHITE［プレーン ホワイト］ヘルメット,【カラー】プレーン ホワイト<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,48000,52800,2184,B23,31200
8020838329175,YSSK00W3.5,25973283,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] PLAIN WHITE［プレーン ホワイト］ヘルメット,【カラー】プレーン ホワイト<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,48000,52800,2184,B23,31200
8020838371181,YAKX0VS0,25973284,3018,KYT ケイワイティ,KX-1 RACE GP VISOR,■ヘルメットシールド<br />,14000,15400,2184,B23,9100
8020838371167,YAKX0VI0,25973285,3018,KYT ケイワイティ,KX-1 RACE GP VISOR,■ヘルメットシールド<br />,17000,18700,2184,B23,11050
8020838371150,YAKX0VF0,25973286,3018,KYT ケイワイティ,KX-1 RACE GP VISOR,■ヘルメットシールド<br />,14000,15400,2184,B23,9100
8020838320875,YANF0VF0,25973287,3018,KYT ケイワイティ,NZ RACE／NF／NX VISOR,■ヘルメットシールド<br />,7000,7700,2184,B23,4550
8020838320905,YANF0VS0,25973288,3018,KYT ケイワイティ,NZ RACE／NF／NX VISOR,■ヘルメットシールド<br />,7000,7700,2184,B23,4550
8020838320882,YANF0VI0,25973289,3018,KYT ケイワイティ,NZ RACE／NF／NX VISOR,■ヘルメットシールド<br />,9000,9900,2184,B23,5850
8020838354771,Y6NZ00W3.3,26078795,3002,KYT ケイワイティ,NZ RACE PLAIN WHITE ／E06［プレーンホワイト］ヘルメット,【カラー】<br />プレーンホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,66000,72600,2184,B23,42900
8020838354801,Y6NZ00W3.6,26078796,3002,KYT ケイワイティ,NZ RACE PLAIN WHITE ／E06［プレーンホワイト］ヘルメット,【カラー】<br />プレーンホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,66000,72600,2184,B23,42900
8020838354832,Y6NZ00X6.3,26078797,3002,KYT ケイワイティ,NZ RACE PLAIN MATT BLACK ／E06［プレーンマットブラック］ヘルメット,【カラー】<br />プレーンマットブラック<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,66000,72600,2184,B23,42900
8020838354863,Y6NZ00X6.6,26078798,3002,KYT ケイワイティ,NZ RACE PLAIN MATT BLACK ／E06［プレーンマットブラック］ヘルメット,【カラー】<br />プレーンマットブラック<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,66000,72600,2184,B23,42900
8020838365685,Y6NZ0025.3,26078799,3002,KYT ケイワイティ,NZ RACE CARBON STRIDE GREEN FLUO／WHITE ／E06［カーボンストライドグリーンフロー］ヘルメット,【カラー】<br />カーボンストライドグリーンフロー<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,70000,77000,2184,B23,45500
8020838365715,Y6NZ0025.6,26078800,3002,KYT ケイワイティ,NZ RACE CARBON STRIDE GREEN FLUO／WHITE ／E06［カーボンストライドグリーンフロー］ヘルメット,【カラー】<br />カーボンストライドグリーンフロー<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,70000,77000,2184,B23,45500
8020838357468,Y6NZ0021.3,26078801,3002,KYT ケイワイティ,NZ RACE BASTIANINI REPLICA ／E06［バスティアニーニ レプリカ］ヘルメット,【カラー】<br />バスティアニーニ レプリカ<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,68000,74800,2184,B23,44200
8020838357499,Y6NZ0021.6,26078802,3002,KYT ケイワイティ,NZ RACE BASTIANINI REPLICA ／E06［バスティアニーニ レプリカ］ヘルメット,【カラー】<br />バスティアニーニ レプリカ<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,68000,74800,2184,B23,44200
8051811408891,YSNZ0013.3,26078803,3002,KYT ケイワイティ,NZ RACE CARBON GLOSSY［カーボングロス］ヘルメット,【カラー】<br />カーボングロス<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 &plusmn; 50 (gr 1300 &plusmn; 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />(サイズ：S／M／L／XLのみ)<br /><br /><br />,70000,77000,2184,B23,45500
8051811408921,YSNZ0013.6,26078804,3002,KYT ケイワイティ,NZ RACE CARBON GLOSSY［カーボングロス］ヘルメット,【カラー】<br />カーボングロス<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 &plusmn; 50 (gr 1300 &plusmn; 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />(サイズ：S／M／L／XLのみ)<br /><br /><br />,70000,77000,2184,B23,45500
8020838354535,Y6NZ0017.3,26078805,3002,KYT ケイワイティ,NZ RACE CARBON COMPETITION WHITE ／E06［カーボンコンペティションホワイト］ヘルメット,【カラー】<br />カーボンコンペティションホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,70000,77000,2184,B23,45500
8020838354566,Y6NZ0017.6,26078806,3002,KYT ケイワイティ,NZ RACE CARBON COMPETITION WHITE ／E06［カーボンコンペティションホワイト］ヘルメット,【カラー】<br />カーボンコンペティションホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />Commercial name：KYT NZ-RACE<br />Description：FULL FACE PROTECTIVE HELMET<br />Material<br />Shell：TRI-FIBER COMPOSITE IN 2 SIZE (M and L)<br />EPS：INTERNAL POLYSTYRENE IN 3 DIFFERENT SIZE (S. M and L)<br />Visor：ANTI SCRATCH PROTECTIVE VISOR<br />Retention System：Double D-RING. NYLON CHINSTRAP<br />Spare Parts：NOSE GUARD. AIR CHIN CURTAIN<br />Weight (approx.)：gr 1350 ± 50 (gr 1300 ± 50 Carbon sight version) - Shell M<br />Nr. of shells：2<br />Nr. of POLYSTIRENE：3<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,70000,77000,2184,B23,45500
8051811404527,YANZ0I02,26078807,3212,KYT ケイワイティ,NZ RACE CROWN PADS,■内装センターパッド<br />カラー：GREY／RED<br />,9000,9900,2184,B23,5850
8051811404572,YANZ0I07,26078808,3212,KYT ケイワイティ,NZ RACE CROWN PADS,■内装センターパッド<br />カラー：GREY／RED<br />,9000,9900,2184,B23,5850
8051811404589,YANZ0L02,26078809,3213,KYT ケイワイティ,NZ RACE CHEEK PADS,■内装チークパッド<br />カラー：GREY／RED<br />,8000,8800,2184,B23,5200
8051811404633,YANZ0L07,26078810,3213,KYT ケイワイティ,NZ RACE CHEEK PADS,■内装チークパッド<br />カラー：GREY／RED<br />,8000,8800,2184,B23,5200
8020838346844,YSSK0012.2,26078811,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING ANTHR.／YELLOW［グローイング アンスラサイト／イエロー］ヘルメット,【カラー】グローイング アンスラサイト／イエロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346851,YSSK0012.3,26078812,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING ANTHR.／YELLOW［グローイング アンスラサイト／イエロー］ヘルメット,【カラー】グローイング アンスラサイト／イエロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346882,YSSK0012.6,26078813,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING ANTHR.／YELLOW［グローイング アンスラサイト／イエロー］ヘルメット,【カラー】グローイング アンスラサイト／イエロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346899,YSSK0012.7,26078814,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING ANTHR.／YELLOW［グローイング アンスラサイト／イエロー］ヘルメット,【カラー】グローイング アンスラサイト／イエロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346905,YSSK0013.2,26078815,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING WHITE／RED［グローイング ホワイト／レッド］ヘルメット,【カラー】グローイング ホワイト／レッド<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346912,YSSK0013.3,26078816,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING WHITE／RED［グローイング ホワイト／レッド］ヘルメット,【カラー】グローイング ホワイト／レッド<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
